,Reference Code,Solution Name (Eng),Cosine Similarity,Business Reference Code
10837,S-0106,"Smart bin trash collection solution, especially remote area",0.5414910316467285,N-0074
10838,S-0181,Artificial Intelligence Camera Solutions,0.5413976907730103,N-0074
10839,S-0208,Indoor Map and Positioning for Smart City,0.5398569107055664,N-0074
10840,S-0135,ISS Analytics Services,0.5386341810226439,N-0074
10841,S-0081,iQ-Road and Traffic Management,0.5370303392410278,N-0074
10842,S-0218,Chief,0.536964476108551,N-0074
10843,S-0207,Pandemic Management System,0.5312230587005615,N-0074
10844,S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.5300352573394775,N-0074
10845,S-0147,Privacy-aware people counting system using Smart Radar sensor,0.5291416645050049,N-0074
10846,S-0136,Document Authentication,0.5243263840675354,N-0074
10847,S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.5158833265304565,N-0074
10848,S-0264,Smart Parking with Video Analytics,0.5157506465911865,N-0074
10849,S-0140,Drivelock,0.5111610889434814,N-0074
10850,S-0212,AI Solution for Outdoor People Counting without invading privacy,0.5090532898902893,N-0074
10851,S-0145,Arcserve® Appliance Series,0.5086916089057922,N-0074
10852,S-0141,HubSecurity,0.5075509548187256,N-0074
10853,S-0201,Non image base access control,0.5044953823089601,N-0074
10854,S-0040,RVM One Stop Recycling Solution,0.5036252737045288,N-0074
10855,S-0036,Intelligent Traffic Monitoring,0.5014249086380005,N-0074
10856,S-0116,Smart Parking Solution,0.5004984140396118,N-0074
10857,S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.497319757938385,N-0074
10858,S-0077,Anywhere Networks,0.4964485168457031,N-0074
10859,S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.4892589449882507,N-0074
10860,S-0176,Epidemic prevention and control management system,0.4886911511421204,N-0074
10861,S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.4858483672142029,N-0074
10862,S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.4841659367084503,N-0074
10863,S-0148,Zscaler,0.4772476553916931,N-0074
10864,S-0076,NEC InfoCage FileShell,0.4754599034786224,N-0074
10865,S-0109,Face Recognition Door Access System,0.4689429998397827,N-0074
10866,S-0193,Dahua Body Temp Measurement Solution,0.4648923873901367,N-0074
10867,S-0086,Micro-Chip 2.0 for pets,0.4583078622817993,N-0074
10868,S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.4582566022872925,N-0074
10869,S-0098,ECOPLANT Solar Tracking Solar Panel System,0.4565728902816773,N-0074
10870,S-0167,IXIA ThreatARMOR,0.4435455501079559,N-0074
10871,S-0189,COVID19 Community Prevention Software System,0.4387603402137756,N-0074
10872,S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.4260917901992798,N-0074
10873,S-0160,Smart glass,0.4228137731552124,N-0074
10874,S-0042,Smart Water Duct Valve for shared Housing,0.4149955809116364,N-0074
10875,S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.4050624072551727,N-0074
10876,S-0245,Locobike：Automatic Bicycle Rental System,0.40373820066452026,N-0074
10877,S-0062,Parkingbnb,0.3956510424613953,N-0074
10878,S-0251,Self Service Bike Rental Solution,0.3920849859714508,N-0074
10879,S-0178,Motor Insurance DLT Authentication System - MIDAS,0.31434473395347595,N-0074
10880,S-0259,Software Robotic Solution - iBot,0.8583394289016724,N-0077
10881,S-0266,Site Audit and Inspection Recording System,0.8526716232299805,N-0077
10882,S-0197,WCL Robotic Process Automation Solution,0.842129111289978,N-0077
10883,S-0203,Government payment scheme online application and data processing,0.8404985666275024,N-0077
10884,S-0254,FormExtractor,0.8382428884506226,N-0077
10885,S-0152,Datax,0.8330169916152954,N-0077
10886,S-0275,SMore-OCR,0.8310064673423767,N-0077
10887,S-0224,OceanX Workflow,0.8302302360534668,N-0077
10888,S-0195,SuperAcc Document Intelligence,0.8301852941513062,N-0077
10889,S-0162,Automate the verification of electronic documents,0.8099868297576904,N-0077
10890,S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.8092458248138428,N-0077
10891,S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.8061320781707764,N-0077
10892,S-0261,DragOnce Platform,0.8043590784072876,N-0077
10893,S-0056,Advanced Contextual Analytic Solution for public enquiries,0.8012779951095581,N-0077
10894,S-0225,DocAnalyzer - Document Review Solution,0.8010106682777405,N-0077
10895,S-0049,Blockchain Solution,0.7995247840881348,N-0077
10896,S-0002,DataCube Data Intelligent Automation Solution,0.7970252633094788,N-0077
10897,S-0211,Customised Mobile Application solution,0.7967231273651123,N-0077
10898,S-0236,Workflow automation solution,0.7959973812103271,N-0077
10899,S-0262,Mobile application development,0.7946670055389404,N-0077
10900,S-0119,Ziizau - Optimization of route design,0.7928885221481323,N-0077
10901,S-0082,A.I. Contact Center and User Engagement Solution,0.7879190444946289,N-0077
10902,S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.7854698896408081,N-0077
10903,S-0067,AR Smart Glass Assisted for equipment training and O&M,0.7839854955673218,N-0077
10904,S-0047,Smart Taxpayer Services with Machine Learning,0.7816507816314697,N-0077
10905,S-0115,All-in-one event management software,0.7805467844009399,N-0077
10906,S-0031,PowerArena - Smart City Operations Platform,0.7773153781890869,N-0077
10907,S-0214,ACX Visitor Management System,0.7755255699157715,N-0077
10908,S-0072,Digital Twin of the City (or Town),0.7750923037528992,N-0077
10909,S-0003,GeoSpatial Cloud,0.7743201255798341,N-0077
10910,S-0240,Multilingual Voice Assistant,0.7742933630943298,N-0077
10911,S-0094,Digital Transformation with Low code development platform,0.7740762233734131,N-0077
10912,S-0096,Clare.AI Asian Language Chatbot Solutions,0.772747278213501,N-0077
10913,S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.7725495696067809,N-0077
10914,S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.7721198797225952,N-0077
10915,S-0001,PixelEye Object Detection,0.771524965763092,N-0077
10916,S-0228,eClass Corporate Learning Management System (LMS),0.77077317237854,N-0077
10917,S-0101,​LANDRAY Office Automation (OA) system solutions,0.7707475423812866,N-0077
10918,S-0289,Life Planning & Blockchain,0.7700002193450928,N-0077
10919,S-0089,Smart Infrastructure Projects Planning and Execution,0.7699471712112427,N-0077
10920,S-0239,InterOps Accelerator,0.768275260925293,N-0077
10921,S-0265,Business Process Management Platform,0.765437126159668,N-0077
10922,S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.7647860050201416,N-0077
10923,S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.7623810768127441,N-0077
10924,S-0174,VR Training & Education System,0.7623602151870728,N-0077
10925,S-0283,All-in-one Mobile Productivity Platform,0.7615340948104858,N-0077
10926,S-0093,DataOS System,0.7606540322303772,N-0077
10927,S-0296,BLOK Pass App for Travel Bubble,0.760524332523346,N-0077
10928,S-0300,Smart Guiding Robot,0.7596496343612671,N-0077
10929,S-0027,Big Data Enabler Service (project based),0.7594269514083862,N-0077
10930,S-0250,UiPath Automation Platform,0.7591619491577148,N-0077
10931,S-0241,Intelligent Data Platform,0.7589582204818726,N-0077
10932,S-0043,fieldConnect,0.7585961222648621,N-0077
10933,S-0105,Blockchain solution,0.7557568550109863,N-0077
10934,S-0127,Event Management technology,0.7556806802749634,N-0077
10935,S-0155,Stella Enterprise Chatbot Builder,0.7553902864456177,N-0077
10936,S-0231,AI Information push service management system,0.7550322413444519,N-0077
10937,S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.7543106079101562,N-0077
10938,S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.7535157203674316,N-0077
10939,S-0230,STEMHUB Education Platform,0.7531043291091919,N-0077
10940,S-0046,SAP Digital Boardroom,0.7520849704742432,N-0077
10941,S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.7490556240081787,N-0077
10942,S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.7484806180000305,N-0077
10943,S-0216,BMC Helix Service & Operations Management,0.7477048635482788,N-0077
10944,S-0087,Smart Citizen and Employee Self-Services,0.7458018660545349,N-0077
10945,S-0035,Document Delivery By Unmanned Vehicle,0.7444223165512085,N-0077
10946,S-0169,Robotic Assistant,0.744335412979126,N-0077
10947,S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.7442901730537415,N-0077
10948,S-0085,SAP Geospatial Asset Management,0.7441171407699585,N-0077
10949,S-0118,Alteryx,0.7411086559295654,N-0077
10950,S-0204,DOLPHIN Indoor Positioning Service (IPS),0.7406456470489502,N-0077
10951,S-0221,AI and IT enhanced learning platform,0.7393517494201659,N-0077
10952,S-0054,TicketME Blockchain Ticketing Platform,0.7387539148330688,N-0077
10953,S-0299,Office Delivery Robot,0.737257719039917,N-0077
10954,S-0065,Smart Mobility,0.7371898889541626,N-0077
10955,S-0037,4D Immersive CAVE,0.7359130978584291,N-0077
10956,S-0095,Create Efficient and Simplify Business Processes Using NFC,0.7358388304710388,N-0077
10957,S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.7353293895721436,N-0077
10958,S-0045,SAP Big Data Solution,0.735289990901947,N-0077
10959,S-0010,Precise Facility Crowd Analysis,0.7349998950958252,N-0077
10960,S-0170,Nixplay Signage,0.7345873713493347,N-0077
10961,S-0050,Deloitte ASSIST,0.7342263460159302,N-0077
10962,S-0282,Chatbot Solution - ccRobot,0.7326318025588989,N-0077
10963,S-0255,Authgear,0.7313809394836426,N-0077
10964,S-0100,Super Massive 3D Model Data Expert,0.7301653027534485,N-0077
10965,S-0253,Intelligent Face Mask,0.7281741499900818,N-0077
10966,S-0196,Personnel and Asset positioning management system,0.7279051542282104,N-0077
10967,S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.7278501987457275,N-0077
10968,S-0044,AI Escalator Safety Monitoring System,0.7277100682258606,N-0077
10969,S-0191,NoQ E Form registration and quota distribution for massive traffic,0.7273091077804565,N-0077
10970,S-0125,"BIM, BMS and IoT Integration",0.726253092288971,N-0077
10971,S-0219,"VR Virtual Store, Training & Education System",0.7261427640914917,N-0077
10972,S-0134,Smart Building - Energy Management and Optimization Solutions,0.7251142263412476,N-0077
10973,S-0252,Critical Event Management,0.7235997319221497,N-0077
10974,S-0102,Miovision's Portable Solution for Traffic Data Collection,0.7230528593063354,N-0077
10975,S-0273,Talos,0.7229933142662048,N-0077
10976,S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.7228866815567017,N-0077
10977,S-0060,FROM Network Audit Programs,0.7210633754730225,N-0077
10978,S-0223,OceanX Share,0.7208830118179321,N-0077
10979,S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.7194769382476807,N-0077
10980,S-0103,SP-RFID Smart Asset Management System,0.7189862728118896,N-0077
10981,S-0071,All-in-one Data Center - iDCmini System,0.7186803817749023,N-0077
10982,S-0137,Splunk,0.7178237438201904,N-0077
10983,S-0039,iQ-Dwell Time Management System,0.7175782918930054,N-0077
10984,S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.7171837091445923,N-0077
10985,S-0013,Public Event Tracking and Early Warning Analysis System,0.714509129524231,N-0077
10986,S-0038,Hybrid Reality Platform,0.7144356369972229,N-0077
10987,S-0288,Mixed language Chatbot system with AI and voice functions,0.7133313417434692,N-0077
10988,S-0130,OpenLegacy API factory,0.7127235531806946,N-0077
10989,S-0107,POARD Your Presentation Stage,0.7122287154197693,N-0077
10990,S-0131,ISS Project Management System,0.7118774652481079,N-0077
10991,S-0163,Ai-Knowie,0.7118753790855408,N-0077
10992,S-0104,Litbulb Technologies,0.7107551097869873,N-0077
10993,S-0084,NFC Product Authentication,0.7101029753684998,N-0077
10994,S-0083,Smart Pharma Packaging,0.7084221243858337,N-0077
10995,S-0126,Self Service Business Intelligence,0.7076796889305115,N-0077
10996,S-0171,Augmented Reality (AR) model,0.7076187133789062,N-0077
10997,S-0009,Precise And Responsive Indoor Location Tracking,0.7076173424720764,N-0077
10998,S-0030,IoT Building Access Control System,0.7071846723556519,N-0077
10999,S-0058,IoT Cybersecurity Testing and Certification Program,0.706055760383606,N-0077
11000,S-0172,Earthy,0.7037707567214966,N-0077
11001,S-0209,Control-M (BMC Software),0.7026997208595276,N-0077
11002,S-0022,A smart lamp pole system with AI-enabled security system,0.7017687559127808,N-0077
11003,S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.7008702754974365,N-0077
11004,S-0222,Agorize Innovation Sourcing Platform,0.7002696990966797,N-0077
11005,S-0019,Personalized Education System,0.6992301940917969,N-0077
11006,S-0210,AI Cloud for Smart Construction,0.6985425353050232,N-0077
11007,S-0232,"""Smart"" Car Park Management System",0.6973545551300049,N-0077
11008,S-0066,Smart Water Management,0.696526288986206,N-0077
11009,S-0090,Smart Employee Learning Management,0.6956219673156738,N-0077
11010,S-0165,Health Monitoring System,0.6943429708480835,N-0077
11011,S-0020,Machines Predictive Maintenance,0.6937474012374878,N-0077
11012,S-0190,Una Interactive Training Platform,0.6935024261474609,N-0077
11013,S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.6927075386047363,N-0077
11014,S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.6926988363265991,N-0077
11015,S-0246,Remo Video Conferencing,0.6926708221435547,N-0077
11016,S-0247,Seclore Digital Rights Management,0.6924697160720825,N-0077
11017,S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.6914101839065552,N-0077
11018,S-0052,OpenCloud CMP,0.6910066604614258,N-0077
11019,S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.6901473999023438,N-0077
11020,S-0124,Enterprise Intelligent Assistant,0.6895699501037598,N-0077
11021,S-0051,Insight Driven Organization (IDO),0.6889336109161377,N-0077
11022,S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.6879534721374512,N-0077
11023,S-0008,Shape Security - Shape Enterprise Defense,0.6877678632736206,N-0077
11024,S-0114,Worker Insights,0.6876645088195801,N-0077
11025,S-0244,ServiceNow - ITSM solution,0.6874618530273438,N-0077
11026,S-0097,Smart Home e-Health Monitoring and Care System,0.6863548755645752,N-0077
11027,S-0048,AI-based Application,0.6851457357406616,N-0077
11028,S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.6851092576980591,N-0077
11029,S-0136,Document Authentication,0.6848341822624207,N-0077
11030,S-0061,A.I. and Mixed Reality Solution,0.684727668762207,N-0077
11031,S-0026,Knowledge Management Solution (KM Power),0.6825236082077026,N-0077
11032,S-0205,Centrak Quarantine Management Solution,0.680188775062561,N-0077
11033,S-0292,Telepresence and Video Conferencing Solution,0.6799606680870056,N-0077
11034,S-0110,People Counting System (PCS),0.6766243577003479,N-0077
11035,S-0237,V-K V-OS Cloud Solutions,0.6762038469314575,N-0077
11036,S-0143,Cyberbit,0.6761716604232788,N-0077
11037,S-0059,EMF Workplaces Evaluation Program,0.6758062839508057,N-0077
11038,S-0021,ReportNOW,0.6756396889686584,N-0077
11039,S-0081,iQ-Road and Traffic Management,0.6747877597808838,N-0077
11040,S-0069,Citizen Cloud,0.6747454404830933,N-0077
11041,S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.672732412815094,N-0077
11042,S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.6720004677772522,N-0077
11043,S-0011,Precise Outdoor Crowd Analysis,0.6710112690925598,N-0077
11044,S-0123,Complete Encryption with HSM,0.6682360172271729,N-0077
11045,S-0099,NB IoT Sensor Solution,0.6679484248161316,N-0077
11046,S-0007,Smart Life,0.6678629517555237,N-0077
11047,S-0111,Smart car park solution,0.6674038767814636,N-0077
11048,S-0279,RoomQ virtual waiting room for massive traffic,0.6666734218597412,N-0077
11049,S-0156,Neo,0.6659301519393921,N-0077
11050,S-0164,Relate App,0.6644047498703003,N-0077
11051,S-0180,AR/ VR/ Interactive Design & Development,0.6639984250068665,N-0077
11052,S-0161,LiDAR and Optical Sensing applications for Smart City,0.662864089012146,N-0077
11053,S-0157,NLP-powered Chatbot by Xiaomi,0.6625857353210449,N-0077
11054,S-0159,Integrated Smart Film Solutions,0.6616111397743225,N-0077
11055,S-0135,ISS Analytics Services,0.6614028215408325,N-0077
11056,S-0016,Cyclops -- Smart City & unmanned store solution,0.6605773568153381,N-0077
11057,S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.6596392989158629,N-0077
11058,S-0242,Queue-it -  Virtual Waiting Room,0.6585872769355774,N-0077
11059,S-0070,Well井 Smart Water Station,0.6553451418876648,N-0077
11060,S-0263,SafeGuard Series,0.65525221824646,N-0077
11061,S-0248,OFS Website Tracking System,0.6545400619506836,N-0077
11062,S-0229,SonoWatermark,0.654075026512146,N-0077
11063,S-0120,Raspect-ACE,0.6526823043823242,N-0077
11064,S-0177,MAD Gaze Smart Glass,0.6524648666381836,N-0077
11065,S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.651394784450531,N-0077
11066,S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.6511627435684204,N-0077
11067,S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.6510695219039917,N-0077
11068,S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.6491915583610535,N-0077
11069,S-0235,Pixel Eye Safety Helmets Detection,0.6487131714820862,N-0077
11070,S-0264,Smart Parking with Video Analytics,0.6479276418685913,N-0077
11071,S-0218,Chief,0.6478522419929504,N-0077
11072,S-0139,imVision,0.6470434665679932,N-0077
11073,S-0106,"Smart bin trash collection solution, especially remote area",0.6466339826583862,N-0077
11074,S-0064,Smart Education(Class VR),0.6466295719146729,N-0077
11075,S-0075,Altai SuperWiFi Solution,0.6457279324531555,N-0077
11076,S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.6449551582336426,N-0077
11077,S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.6433902978897095,N-0077
11078,S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.63948655128479,N-0077
11079,S-0175,Thermal Imaging Body Temperature Measurement Solution,0.6386043429374695,N-0077
11080,S-0113,Video Analytics Solution,0.6381431818008423,N-0077
11081,S-0238,Rice Robotics,0.6380609273910522,N-0077
11082,S-0153,Dynatrace,0.6350854635238647,N-0077
11083,S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.6346181631088257,N-0077
11084,S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.6331498622894287,N-0077
11085,S-0227,Intelligent liquid crystal dimming film,0.6324204206466675,N-0077
11086,S-0040,RVM One Stop Recycling Solution,0.6309347748756409,N-0077
11087,S-0014,2D Face Re-identification,0.6306861042976379,N-0077
11088,S-0168,IXIA Vision ONE (Network Packet Broker),0.6306663751602173,N-0077
11089,S-0091,Next Generation Growable Optical Networks,0.6306213140487671,N-0077
11090,S-0128,Iris by HKT - From Surveillance to Intelligence,0.6305211186408997,N-0077
11091,S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.6303039789199829,N-0077
11092,S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.6301047801971436,N-0077
11093,S-0294,Live Webinar Streaming service,0.6277685165405273,N-0077
11094,S-0188,Data Vaccinator,0.6252111196517944,N-0077
11095,S-0063,UHD Multi-Channel Video Live Broadcast,0.6241757869720459,N-0077
11096,S-0267,Smart Fever Screening System,0.6223181486129761,N-0077
11097,S-0194,UWB Beacon RTLS Solution,0.6205251216888428,N-0077
11098,S-0034,Cloud Energy Management Platform,0.6179382801055908,N-0077
11099,S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.6176730990409851,N-0077
11100,S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.6147632598876953,N-0077
11101,S-0142,NetMotion Mobility,0.6138181686401367,N-0077
11102,S-0215,Self Check-in system for self-quarantined personal,0.6130696535110474,N-0077
11103,S-0036,Intelligent Traffic Monitoring,0.6127795577049255,N-0077
11104,S-0271,Server Data Analysis Service (User & Data),0.6114261150360107,N-0077
11105,S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.6113585233688354,N-0077
11106,S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.6066814064979553,N-0077
11107,S-0166,IXIA BREAKINGPOINT,0.605181097984314,N-0077
11108,S-0158,Switchable Glass / Film,0.6008630990982056,N-0077
11109,S-0199,V-Key Mobile App Protection,0.5972225666046143,N-0077
11110,S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.5947839617729187,N-0077
11111,S-0208,Indoor Map and Positioning for Smart City,0.5947228670120239,N-0077
11112,S-0213,Radar-based smart motion and position tracking system,0.5946121215820312,N-0077
11113,S-0116,Smart Parking Solution,0.594179630279541,N-0077
11114,S-0234,Pixel Eye Vision-Based Fall Detection,0.5892645120620728,N-0077
11115,S-0181,Artificial Intelligence Camera Solutions,0.5820839405059814,N-0077
11116,S-0140,Drivelock,0.5817914009094238,N-0077
11117,S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.581771969795227,N-0077
11118,S-0207,Pandemic Management System,0.5807506442070007,N-0077
11119,S-0138,Radware DefensePro and AppWall,0.578313946723938,N-0077
11120,S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.5703345537185669,N-0077
11121,S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.5698046088218689,N-0077
11122,S-0005,Smart Lamp Pole and Robotic,0.5676870346069336,N-0077
11123,S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.5644046664237976,N-0077
11124,S-0108,SparkXIO Smart Car Park Management System,0.5601053833961487,N-0077
11125,S-0092,Enable the wireless connectivity for IoT devices,0.5598795413970947,N-0077
11126,S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.5572243332862854,N-0077
11127,S-0098,ECOPLANT Solar Tracking Solar Panel System,0.5559717416763306,N-0077
11128,S-0015,3D Face Re-identification,0.5548462867736816,N-0077
11129,S-0212,AI Solution for Outdoor People Counting without invading privacy,0.5548229217529297,N-0077
11130,S-0147,Privacy-aware people counting system using Smart Radar sensor,0.5386701822280884,N-0077
11131,S-0076,NEC InfoCage FileShell,0.5375078916549683,N-0077
11132,S-0141,HubSecurity,0.5368432998657227,N-0077
11133,S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.5345692634582521,N-0077
11134,S-0201,Non image base access control,0.5328319668769836,N-0077
11135,S-0145,Arcserve® Appliance Series,0.5311270356178284,N-0077
11136,S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.5301042199134827,N-0077
11137,S-0062,Parkingbnb,0.5298384428024292,N-0077
11138,S-0176,Epidemic prevention and control management system,0.5208127498626709,N-0077
11139,S-0148,Zscaler,0.5170167684555054,N-0077
11140,S-0245,Locobike：Automatic Bicycle Rental System,0.5148721933364868,N-0077
11141,S-0193,Dahua Body Temp Measurement Solution,0.4950350821018219,N-0077
11142,S-0251,Self Service Bike Rental Solution,0.4873094856739044,N-0077
11143,S-0077,Anywhere Networks,0.4859902262687683,N-0077
11144,S-0086,Micro-Chip 2.0 for pets,0.48069828748703,N-0077
11145,S-0167,IXIA ThreatARMOR,0.4786863923072815,N-0077
11146,S-0042,Smart Water Duct Valve for shared Housing,0.4722489714622498,N-0077
11147,S-0189,COVID19 Community Prevention Software System,0.469551533460617,N-0077
11148,S-0109,Face Recognition Door Access System,0.4565019607543945,N-0077
11149,S-0160,Smart glass,0.4517598748207092,N-0077
11150,S-0178,Motor Insurance DLT Authentication System - MIDAS,0.4378868043422699,N-0077
11151,S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.3232941329479217,N-0077
11152,S-0236,Workflow automation solution,0.8515550494194031,N-0079
11153,S-0152,Datax,0.846967875957489,N-0079
11154,S-0254,FormExtractor,0.8414346575737,N-0079
11155,S-0197,WCL Robotic Process Automation Solution,0.8410619497299194,N-0079
11156,S-0275,SMore-OCR,0.8388295173645021,N-0079
11157,S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.8380399942398071,N-0079
11158,S-0162,Automate the verification of electronic documents,0.8357821702957153,N-0079
11159,S-0211,Customised Mobile Application solution,0.8281087875366211,N-0079
11160,S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.8249820470809937,N-0079
11161,S-0259,Software Robotic Solution - iBot,0.8215717077255249,N-0079
11162,S-0195,SuperAcc Document Intelligence,0.8180526494979858,N-0079
11163,S-0266,Site Audit and Inspection Recording System,0.8146718740463257,N-0079
11164,S-0002,DataCube Data Intelligent Automation Solution,0.8094823360443115,N-0079
11165,S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.8071129322052002,N-0079
11166,S-0261,DragOnce Platform,0.8063914775848389,N-0079
11167,S-0094,Digital Transformation with Low code development platform,0.8052529692649841,N-0079
11168,S-0203,Government payment scheme online application and data processing,0.8026061058044434,N-0079
11169,S-0047,Smart Taxpayer Services with Machine Learning,0.7989509105682373,N-0079
11170,S-0225,DocAnalyzer - Document Review Solution,0.7910958528518677,N-0079
11171,S-0241,Intelligent Data Platform,0.7879483103752136,N-0079
11172,S-0191,NoQ E Form registration and quota distribution for massive traffic,0.7870823740959167,N-0079
11173,S-0118,Alteryx,0.785889744758606,N-0079
11174,S-0001,PixelEye Object Detection,0.7855597734451294,N-0079
11175,S-0127,Event Management technology,0.7785609364509583,N-0079
11176,S-0095,Create Efficient and Simplify Business Processes Using NFC,0.7766780257225037,N-0079
11177,S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.7766357660293579,N-0079
11178,S-0170,Nixplay Signage,0.7764476537704468,N-0079
11179,S-0103,SP-RFID Smart Asset Management System,0.7764469981193542,N-0079
11180,S-0049,Blockchain Solution,0.7746187448501587,N-0079
11181,S-0046,SAP Digital Boardroom,0.7714154720306396,N-0079
11182,S-0089,Smart Infrastructure Projects Planning and Execution,0.770793080329895,N-0079
11183,S-0115,All-in-one event management software,0.7706649899482727,N-0079
11184,S-0240,Multilingual Voice Assistant,0.7704323530197144,N-0079
11185,S-0043,fieldConnect,0.7686443328857422,N-0079
11186,S-0119,Ziizau - Optimization of route design,0.7682812809944153,N-0079
11187,S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.7660607695579529,N-0079
11188,S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.7644894123077393,N-0079
11189,S-0282,Chatbot Solution - ccRobot,0.7638078927993774,N-0079
11190,S-0082,A.I. Contact Center and User Engagement Solution,0.7636833190917969,N-0079
11191,S-0283,All-in-one Mobile Productivity Platform,0.7627359628677368,N-0079
11192,S-0224,OceanX Workflow,0.7610383629798889,N-0079
11193,S-0262,Mobile application development,0.7596659064292908,N-0079
11194,S-0096,Clare.AI Asian Language Chatbot Solutions,0.7595233917236328,N-0079
11195,S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.7584377527236938,N-0079
11196,S-0299,Office Delivery Robot,0.7579519748687744,N-0079
11197,S-0054,TicketME Blockchain Ticketing Platform,0.7576709985733032,N-0079
11198,S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.7572494745254517,N-0079
11199,S-0003,GeoSpatial Cloud,0.7552369236946106,N-0079
11200,S-0228,eClass Corporate Learning Management System (LMS),0.754444420337677,N-0079
11201,S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.7529075145721436,N-0079
